Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
Kohl's,1189833,3/11/2021,West,California,Los Angeles,Men's Apparel,50,500,"$25,000.00","$13,750.00",55%,Outlet
Kohl's,1189833,3/12/2021,West,California,Los Angeles,Women's Apparel,45,700,"$31,500.00","$6,300.00",20%,Outlet
Kohl's,1189833,3/13/2021,West,California,Los Angeles,Men's Street Footwear,35,750,"$26,250.00","$10,500.00",40%,Outlet
Kohl's,1189833,3/14/2021,West,California,Los Angeles,Men's Athletic Footwear,45,650,"$29,250.00","$7,312.50",25%,Outlet
Kohl's,1189833,3/15/2021,West,California,Los Angeles,Women's Street Footwear,45,675,"$30,375.00","$12,150.00",40%,Outlet
Kohl's,1189833,3/16/2021,West,California,Los Angeles,Women's Athletic Footwear,45,525,"$23,625.00","$8,268.75",35%,Outlet
Kohl's,1189833,3/17/2021,West,California,Los Angeles,Men's Apparel,50,450,"$22,500.00","$12,375.00",55%,Outlet
Kohl's,1189833,3/18/2021,West,California,Los Angeles,Women's Apparel,45,650,"$29,250.00","$5,850.00",20%,Outlet
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,35,800,"$28,000.00","$11,200.00",40%,Outlet
Kohl's,1189833,3/20/2021,West,California,Los Angeles,Men's Athletic Footwear,45,650,"$29,250.00","$7,312.50",25%,Outlet
Kohl's,1189833,3/21/2021,West,California,Los Angeles,Women's Street Footwear,45,650,"$29,250.00","$11,700.00",40%,Outlet
Kohl's,1189833,3/22/2021,West,California,Los Angeles,Women's Athletic Footwear,45,550,"$24,750.00","$8,662.50",35%,Outlet
Kohl's,1189833,3/23/2021,West,California,Los Angeles,Men's Apparel,50,425,"$21,250.00","$11,687.50",55%,Outlet
Kohl's,1189833,4/6/2021,West,California,Los Angeles,Women's Apparel,45,625,"$28,125.00","$5,625.00",20%,Outlet
Kohl's,1189833,4/7/2021,West,California,Los Angeles,Men's Street Footwear,45,800,"$36,000.00","$14,400.00",40%,Outlet
Kohl's,1189833,4/8/2021,West,California,Los Angeles,Men's Athletic Footwear,50,600,"$30,000.00","$7,500.00",25%,Outlet
Kohl's,1189833,4/9/2021,West,California,Los Angeles,Women's Street Footwear,50,625,"$31,250.00","$12,500.00",40%,Outlet
Kohl's,1189833,4/10/2021,West,California,Los Angeles,Women's Athletic Footwear,45,525,"$23,625.00","$8,268.75",35%,Outlet
Kohl's,1189833,4/11/2021,West,California,Los Angeles,Men's Apparel,50,425,"$21,250.00","$11,687.50",55%,Outlet
Kohl's,1189833,4/12/2021,West,California,Los Angeles,Women's Apparel,65,600,"$39,000.00","$7,800.00",20%,Outlet
Kohl's,1189833,4/13/2021,West,California,Los Angeles,Men's Street Footwear,45,800,"$36,000.00","$14,400.00",40%,Outlet
Kohl's,1189833,4/14/2021,West,California,Los Angeles,Men's Athletic Footwear,50,650,"$32,500.00","$8,125.00",25%,Outlet
Kohl's,1189833,4/15/2021,West,California,Los Angeles,Women's Street Footwear,50,650,"$32,500.00","$13,000.00",40%,Outlet
Kohl's,1189833,4/16/2021,West,California,Los Angeles,Women's Athletic Footwear,45,550,"$24,750.00","$8,662.50",35%,Outlet
Kohl's,1189833,4/17/2021,West,California,Los Angeles,Men's Apparel,50,450,"$22,500.00","$12,375.00",55%,Outlet
Kohl's,1189833,4/18/2021,West,California,Los Angeles,Women's Apparel,65,625,"$40,625.00","$8,125.00",20%,Outlet
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,45,900,"$40,500.00","$16,200.00",40%,Outlet
Kohl's,1189833,4/20/2021,West,California,Los Angeles,Men's Athletic Footwear,50,750,"$37,500.00","$9,375.00",25%,Outlet
Kohl's,1189833,4/21/2021,West,California,Los Angeles,Women's Street Footwear,50,750,"$37,500.00","$15,000.00",40%,Outlet
Kohl's,1189833,4/22/2021,West,California,Los Angeles,Women's Athletic Footwear,45,625,"$28,125.00","$9,843.75",35%,Outlet
Kohl's,1189833,4/23/2021,West,California,Los Angeles,Men's Apparel,50,500,"$25,000.00","$13,750.00",55%,Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,65,800,"$52,000.00","$10,400.00",20%,Outlet
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,45,950,"$42,750.00","$17,100.00",40%,Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,50,800,"$40,000.00","$10,000.00",25%,Outlet
Kohl's,1189833,4/27/2021,West,California,Los Angeles,Women's Street Footwear,50,750,"$37,500.00","$15,000.00",40%,Outlet
Kohl's,1189833,4/28/2021,West,California,Los Angeles,Women's Athletic Footwear,45,650,"$29,250.00","$10,237.50",35%,Outlet
Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,50,700,"$35,000.00","$19,250.00",55%,Outlet
Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's Apparel,65,700,"$45,500.00","$9,100.00",20%,Outlet
Kohl's,1189833,5/1/2021,West,California,Los Angeles,Men's Street Footwear,50,900,"$45,000.00","$18,000.00",40%,Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,55,850,"$46,750.00","$11,687.50",25%,Outlet
Kohl's,1189833,5/3/2021,West,California,Los Angeles,Women's Street Footwear,50,725,"$36,250.00","$14,500.00",40%,Outlet
Kohl's,1189833,5/4/2021,West,California,Los Angeles,Women's Athletic Footwear,50,675,"$33,750.00","$11,812.50",35%,Outlet
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,60,675,"$40,500.00","$22,275.00",55%,Outlet
Kohl's,1189833,5/6/2021,West,California,Los Angeles,Women's Apparel,65,650,"$42,250.00","$8,450.00",20%,Outlet
Kohl's,1189833,5/7/2021,West,California,Los Angeles,Men's Street Footwear,50,850,"$42,500.00","$17,000.00",40%,Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,55,850,"$46,750.00","$11,687.50",25%,Outlet
Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,50,700,"$35,000.00","$14,000.00",40%,Outlet
Kohl's,1189833,5/10/2021,West,California,Los Angeles,Women's Athletic Footwear,50,650,"$32,500.00","$11,375.00",35%,Outlet
Kohl's,1189833,5/11/2021,West,California,Los Angeles,Men's Apparel,60,650,"$39,000.00","$21,450.00",55%,Outlet
Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,65,700,"$45,500.00","$9,100.00",20%,Outlet
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,50,800,"$40,000.00","$16,000.00",40%,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,55,800,"$44,000.00","$11,000.00",25%,Outlet
Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's Street Footwear,50,650,"$32,500.00","$13,000.00",40%,Outlet
Kohl's,1189833,5/16/2021,West,California,Los Angeles,Women's Athletic Footwear,50,625,"$31,250.00","$10,937.50",35%,Outlet
Kohl's,1189833,5/17/2021,West,California,Los Angeles,Men's Apparel,60,600,"$36,000.00","$19,800.00",55%,Outlet
Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's Apparel,65,650,"$42,250.00","$8,450.00",20%,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,50,825,"$41,250.00","$16,500.00",40%,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,55,825,"$45,375.00","$11,343.75",25%,Outlet
Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,50,675,"$33,750.00","$13,500.00",40%,Outlet
Kohl's,1189833,5/22/2021,West,California,Los Angeles,Women's Athletic Footwear,50,650,"$32,500.00","$11,375.00",35%,Outlet
Kohl's,1189833,5/23/2021,West,California,Los Angeles,Men's Apparel,60,600,"$36,000.00","$19,800.00",55%,Outlet
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,65,700,"$45,500.00","$9,100.00",20%,Outlet
Kohl's,1189833,5/25/2021,West,California,Los Angeles,Men's Street Footwear,50,900,"$45,000.00","$18,000.00",40%,Outlet
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,55,900,"$49,500.00","$12,375.00",25%,Outlet
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,50,700,"$35,000.00","$14,000.00",40%,Outlet
Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,50,700,"$35,000.00","$12,250.00",35%,Outlet
Kohl's,1189833,5/29/2021,West,California,Los Angeles,Men's Apparel,60,625,"$37,500.00","$20,625.00",55%,Outlet
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,65,725,"$47,125.00","$9,425.00",20%,Outlet
Foot Locker,1185732,5/31/2021,West,California,Los Angeles,Men's Street Footwear,45,475,"$21,375.00","$8,550.00",40%,Outlet
Foot Locker,1185732,6/1/2021,West,California,Los Angeles,Men's Athletic Footwear,45,275,"$12,375.00","$4,331.25",35%,Outlet
Foot Locker,1185732,6/2/2021,West,California,Los Angeles,Women's Street Footwear,35,275,"$9,625.00","$3,368.75",35%,Outlet
Foot Locker,1185732,6/3/2021,West,California,Los Angeles,Women's Athletic Footwear,40,125,"$5,000.00","$2,000.00",40%,Outlet
Foot Locker,1185732,6/4/2021,Midwest,Illinois,Chicago,Men's Apparel,55,175,"$9,625.00","$3,368.75",35%,Outlet
Foot Locker,1185732,6/5/2021,Midwest,Illinois,Chicago,Women's Apparel,45,275,"$12,375.00","$6,187.50",50%,Outlet
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,"$23,625.00","$9,450.00",40%,Outlet
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,"$7,875.00","$2,756.25",35%,Outlet
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,"$7,875.00","$2,756.25",35%,Outlet
Foot Locker,1185732,6/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,100,"$4,000.00","$1,600.00",40%,Outlet
Foot Locker,1185732,6/10/2021,Midwest,Illinois,Chicago,Men's Apparel,55,175,"$9,625.00","$3,368.75",35%,Outlet
Foot Locker,1185732,6/11/2021,Midwest,Illinois,Chicago,Women's Apparel,45,275,"$12,375.00","$6,187.50",50%,Outlet
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,495,"$24,750.00","$9,900.00",40%,Outlet
Foot Locker,1185732,6/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,200,"$10,000.00","$3,500.00",35%,Outlet
Foot Locker,1185732,6/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,"$9,000.00","$3,150.00",35%,Outlet
Foot Locker,1185732,6/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,"$3,375.00","$1,350.00",40%,Outlet
Foot Locker,1185732,6/16/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,"$7,500.00","$2,625.00",35%,Outlet
Foot Locker,1185732,6/17/2021,Midwest,Illinois,Chicago,Women's Apparel,50,225,"$11,250.00","$5,625.00",50%,Outlet
Foot Locker,1185732,6/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,450,"$22,500.00","$9,000.00",40%,Outlet
Foot Locker,1185732,6/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,150,"$7,500.00","$2,625.00",35%,Outlet
Foot Locker,1185732,6/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,150,"$6,000.00","$2,100.00",35%,Outlet
Foot Locker,1185732,6/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,"$3,375.00","$1,350.00",40%,Outlet
Foot Locker,1185732,6/22/2021,Midwest,Illinois,Chicago,Men's Apparel,60,100,"$6,000.00","$2,100.00",35%,Outlet
Foot Locker,1185732,6/23/2021,Midwest,Illinois,Chicago,Women's Apparel,50,225,"$11,250.00","$5,625.00",50%,Outlet
Foot Locker,1185732,6/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,495,"$29,700.00","$11,880.00",40%,Outlet
Foot Locker,1185732,6/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,55,200,"$11,000.00","$3,850.00",35%,Outlet
Foot Locker,1185732,6/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,"$8,750.00","$3,062.50",35%,Outlet
Foot Locker,1185732,6/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,100,"$5,000.00","$2,000.00",40%,Outlet
Foot Locker,1185732,6/28/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,"$7,500.00","$2,625.00",35%,Outlet
Foot Locker,1185732,6/29/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,"$16,250.00","$8,125.00",50%,Outlet
Foot Locker,1185732,6/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,"$25,000.00","$10,000.00",40%,Outlet
Foot Locker,1185732,7/1/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,250,"$11,250.00","$3,937.50",35%,Outlet
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,"$8,000.00","$2,800.00",35%,Outlet
Foot Locker,1185732,7/3/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,"$7,000.00","$2,800.00",40%,Outlet
Foot Locker,1185732,7/4/2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,"$8,750.00","$3,062.50",35%,Outlet
Foot Locker,1185732,7/5/2021,Midwest,Illinois,Chicago,Women's Apparel,55,350,"$19,250.00","$9,625.00",50%,Outlet
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,575,"$28,750.00","$11,500.00",40%,Outlet
Foot Locker,1185732,7/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,"$14,625.00","$5,118.75",35%,Outlet
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,"$10,000.00","$3,500.00",35%,Outlet
Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,"$8,000.00","$3,200.00",40%,Outlet
Foot Locker,1185732,7/10/2021,Midwest,Illinois,Chicago,Men's Apparel,50,225,"$11,250.00","$3,937.50",35%,Outlet
Foot Locker,1185732,7/11/2021,Midwest,Illinois,Chicago,Women's Apparel,55,400,"$22,000.00","$11,000.00",50%,Outlet
Foot Locker,1185732,7/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,550,"$27,500.00","$11,000.00",40%,Outlet
Foot Locker,1185732,7/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,"$14,625.00","$5,118.75",35%,Outlet
Foot Locker,1185732,7/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,"$10,000.00","$3,500.00",35%,Outlet
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,225,"$9,000.00","$3,600.00",40%,Outlet
Foot Locker,1185732,7/16/2021,Midwest,Illinois,Chicago,Men's Apparel,50,200,"$10,000.00","$3,500.00",35%,Outlet
Foot Locker,1185732,7/17/2021,Midwest,Illinois,Chicago,Women's Apparel,55,375,"$20,625.00","$10,312.50",50%,Outlet
Foot Locker,1185732,7/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,"$25,000.00","$10,000.00",40%,Outlet
Foot Locker,1185732,7/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,300,"$13,500.00","$4,725.00",35%,Outlet
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,"$8,000.00","$2,800.00",35%,Outlet
Foot Locker,1185732,7/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,"$7,000.00","$2,800.00",40%,Outlet
Foot Locker,1185732,7/22/2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,"$8,750.00","$3,062.50",35%,Outlet
Foot Locker,1185732,7/23/2021,Midwest,Illinois,Chicago,Women's Apparel,55,250,"$13,750.00","$6,875.00",50%,Outlet
Foot Locker,1185732,7/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,425,"$25,500.00","$10,200.00",40%,Outlet
Foot Locker,1185732,7/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,"$12,500.00","$4,375.00",35%,Outlet
Foot Locker,1185732,7/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,150,"$7,500.00","$2,625.00",35%,Outlet
Foot Locker,1185732,7/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,125,"$6,250.00","$2,500.00",40%,Outlet
Foot Locker,1185732,7/28/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,"$7,500.00","$2,625.00",35%,Outlet
Foot Locker,1185732,7/29/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,"$16,250.00","$8,125.00",50%,Outlet
Foot Locker,1185732,7/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,400,"$24,000.00","$9,600.00",40%,Outlet
Foot Locker,1185732,7/31/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,"$12,500.00","$4,375.00",35%,Outlet
Foot Locker,1185732,8/1/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,195,"$9,750.00","$3,412.50",35%,Outlet
Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,"$8,750.00","$3,500.00",40%,Outlet
Foot Locker,1185732,8/3/2021,Midwest,Illinois,Chicago,Men's Apparel,60,150,"$9,000.00","$3,150.00",35%,Outlet
Foot Locker,1185732,8/4/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,"$16,250.00","$8,125.00",50%,Outlet
Foot Locker,1185732,8/5/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,500,"$30,000.00","$12,000.00",40%,Outlet
Foot Locker,1185732,8/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,300,"$15,000.00","$5,250.00",35%,Outlet
Foot Locker,1185732,8/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,250,"$12,500.00","$4,375.00",35%,Outlet
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,200,"$10,000.00","$4,000.00",40%,Outlet
Foot Locker,1185732,8/9/2021,Midwest,Illinois,Chicago,Men's Apparel,60,200,"$12,000.00","$4,200.00",35%,Outlet
Foot Locker,1185732,8/10/2021,Midwest,Illinois,Chicago,Women's Apparel,65,300,"$19,500.00","$9,750.00",50%,Outlet
Sports Direct,1197831,8/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,20,725,"$14,500.00","$4,350.00",30%,Outlet
Sports Direct,1197831,8/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30,725,"$21,750.00","$6,525.00",30%,Outlet
Sports Direct,1197831,8/13/2021,Midwest,Illinois,Chicago,Women's Street Footwear,30,525,"$15,750.00","$4,725.00",30%,Outlet
Sports Direct,1197831,8/14/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35,525,"$18,375.00","$7,350.00",40%,Outlet
Sports Direct,1197831,8/15/2021,South,Texas,Dallas,Men's Apparel,40,375,"$15,000.00","$3,750.00",25%,Outlet
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,35,525,"$18,375.00","$8,268.75",45%,Outlet
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,25,675,"$16,875.00","$5,062.50",30%,Outlet
Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's Athletic Footwear,35,650,"$22,750.00","$6,825.00",30%,Outlet
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,35,475,"$16,625.00","$4,987.50",30%,Outlet
Sports Direct,1197831,8/20/2021,South,Texas,Dallas,Women's Athletic Footwear,35,425,"$14,875.00","$5,950.00",40%,Outlet
Sports Direct,1197831,8/21/2021,South,Texas,Dallas,Men's Apparel,40,300,"$12,000.00","$3,000.00",25%,Outlet
Sports Direct,1197831,8/22/2021,South,Texas,Dallas,Women's Apparel,35,500,"$17,500.00","$7,875.00",45%,Outlet
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,30,675,"$20,250.00","$7,087.50",35%,Outlet
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,40,675,"$27,000.00","$9,450.00",35%,Outlet
Sports Direct,1197831,8/25/2021,South,Texas,Dallas,Women's Street Footwear,30,500,"$15,000.00","$5,250.00",35%,Outlet
Sports Direct,1197831,8/26/2021,South,Texas,Dallas,Women's Athletic Footwear,35,400,"$14,000.00","$6,300.00",45%,Outlet
Sports Direct,1197831,8/27/2021,South,Texas,Dallas,Men's Apparel,40,300,"$12,000.00","$3,600.00",30%,Outlet
Sports Direct,1197831,8/28/2021,South,Texas,Dallas,Women's Apparel,35,450,"$15,750.00","$7,875.00",50%,Outlet
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,20,700,"$14,000.00","$4,900.00",35%,Outlet
Sports Direct,1197831,8/30/2021,South,Texas,Dallas,Men's Athletic Footwear,30,700,"$21,000.00","$7,350.00",35%,Outlet
